rank,pid,name,hop1_count,hop2_count,hop3_count,hop4_count,avgDistance_diff
639,53714,Rachel McAdams,1115,96688,64183,243,-4.5e-05
640,27319,Christoph Waltz,1336,96198,64471,224,3.4e-05
642,12077,Jim Cummings,874,97085,64049,221,4.3e-05
646,3968,Michael Sheen,1083,96496,64406,244,3.9e-05
648,85142,Paul Ben-Victor,986,96761,64123,359,1e-05
650,60074,Jeff Garlin,1056,96443,64506,224,-2.5e-05
653,2037,Cillian Murphy,1241,95918,64889,181,-3.4e-05
655,11702,Adam Brody,1046,96448,64366,369,-3.8e-05
656,77335,Ben Mendelsohn,1353,95806,64685,385,3.3e-05
661,31512,Robert John Burke,1069,96081,64838,241,-4.9e-05
667,20982,Marton Csokas,929,96162,64944,194,-1.2e-05
669,1370,Brad Dourif,1018,95926,65086,199,-2.3e-05
672,6832,Melissa Leo,979,96056,64897,297,-4e-05
673,10556,Carol Kane,1096,95826,65001,306,-9e-06
676,8944,Jamie Lee Curtis,1099,95488,65456,186,-2e-06
678,84223,Anna Kendrick,1358,95046,65560,265,1.6e-05
679,64342,Craig Robinson,998,95743,65220,268,-2.4e-05
680,6972,Ian McShane,922,95753,65411,143,-1.9e-05
684,91671,Colman Domingo,1310,94900,65832,187,2.7e-05
685,6067,Jay O. Sanders,1035,95569,65312,313,-3e-05
686,74541,Corey Stoll,1193,95177,65613,246,2.6e-05
694,11357,Bruce Campbell,1076,95173,65796,184,1.1e-05
697,11181,Kenneth Branagh,886,95530,65471,342,2.6e-05
698,79082,Randall Park,1115,94848,65960,306,-1.5e-05
700,40036,Taraji P. Henson,1011,94824,66199,195,3.1e-05
708,55085,Amber Heard,916,94877,66212,224,-4.6e-05
711,8784,Daniel Craig,1213,94207,66630,179,4.5e-05
715,57599,Seann William Scott,1173,94319,66425,312,-3.2e-05
717,83854,David Dastmalchian,1005,94505,66532,187,2.2e-05
718,21523,Ed Lauter,1160,94232,66571,266,-1.9e-05
724,4391,Charles Dance,1203,94083,66663,280,-4.4e-05
725,113916,Scott Menville,965,94503,66501,260,-2.2e-05
726,9599,Cloris Leachman,1129,94066,66793,241,3.2e-05
727,37153,Zoë Kravitz,975,94341,66718,195,-4.8e-05
732,4783,Sam Neill,1097,94086,66793,253,-2.3e-05
735,2524,Tom Hardy,1086,93940,66978,225,4e-05
736,3901,Richard Brake,1003,94190,66708,328,-4.2e-05
737,15234,David Arquette,928,94299,66710,292,-1.2e-05
739,33192,Joel Edgerton,1105,93785,67103,236,2.9e-05
740,17142,Paul Dano,983,94107,66814,325,-3e-06
741,61659,Chris Messina,956,94043,67009,221,-1.6e-05
744,71913,Bokeem Woodbine,902,94246,66750,331,-2.4e-05
745,11066,Hal Holbrook,1023,93909,67042,255,-7e-06
747,17287,Dominic West,1233,93435,67318,243,-4.8e-05
749,17838,Rami Malek,978,94027,66862,362,-2e-05
754,2296,Clive Owen,1209,93454,67245,321,1.2e-05
757,17305,Greg Grunberg,937,93985,66988,319,-2.1e-05
758,1115,Stephen Graham,1556,92512,68019,142,3.7e-05
760,3491,Thomas Kretschmann,1102,93430,67471,226,-7e-06
761,59410,Bob Odenkirk,1133,93485,67249,362,1e-05
762,17941,Domenick Lombardozzi,1160,93395,67334,340,-4e-06
767,4432,Frances Conroy,840,93814,67318,257,4.7e-05
770,6407,Marley Shelton,889,93668,67394,278,-2.8e-05
774,10690,Anna Paquin,1146,93021,67844,218,2.2e-05
775,8396,Tommy Lister Jr.,985,93355,67649,240,-1.6e-05
777,14792,Josef Sommer,1021,93287,67661,260,-1.7e-05
781,39995,Michael Cera,1031,93182,67783,233,4e-05
783,59784,Carlos Alazraqui,929,93323,67750,227,-8e-06
786,83002,Jessica Chastain,1074,92942,67979,234,-4e-06
789,56322,Amy Poehler,985,92933,68053,258,-4e-06
793,46074,Rachael Harris,1129,92525,68271,304,2e-05
798,31549,Phil LaMarr,786,92981,68180,282,2e-06
799,882,Liv Tyler,757,92955,68302,215,6e-06
803,15091,Melanie Lynskey,1097,92208,68683,241,-2e-05
805,8212,Peter Gallagher,934,92514,68522,259,1.4e-05
814,24362,Kevin Michael Richardson,921,92375,68681,252,-1.2e-05
815,30082,Benedict Wong,934,92271,68845,179,1.9e-05
817,15853,Wes Studi,907,92352,68719,251,-4e-06
821,48136,Gary Carlos Cervantes,1244,91636,69043,306,-6e-06
828,1951,Elisabeth Shue,840,92277,68845,267,-1.7e-05
829,111513,Yvette Nicole Brown,850,92179,68956,244,2.2e-05
831,7090,Kelsey Grammer,907,92031,69042,249,-3.8e-05
832,202032,Ralph Ineson,1350,91063,69644,172,-7e-06
835,2441,Tom Hollander,1210,91457,69147,415,-1.2e-05
836,16841,Brett Cullen,809,92200,68869,351,-4.2e-05
842,3497,Kyle Chandler,935,91569,69566,159,1e-05
843,29933,Deneen Tyler,1007,91499,69494,229,-1.4e-05
848,20286,Toby Kebbell,868,91614,69553,194,-2.5e-05
851,827,Elliott Gould,1067,91265,69572,325,-2e-05
857,1331,Hugo Weaving,1209,90654,70208,158,-3.4e-05
858,1162,Robert Loggia,1154,90869,69914,292,4.5e-05
859,113,Christopher Lee,1206,90697,70039,287,3.3e-05
860,2131,Ken Leung,781,91472,69763,213,4e-05
862,10402,Alanna Ubach,817,91375,69799,238,4.8e-05
863,39659,Burn Gorman,998,90930,70119,182,1.4e-05
865,12931,Rita Wilson,950,91125,69858,296,7e-06
866,114,Orlando Bloom,988,90944,70067,230,4.7e-05
868,452205,Bobby Moynihan,1044,90813,70091,281,-2.1e-05
870,65731,Sam Worthington,1105,90606,70265,253,3e-05
871,2714,Lance Henriksen,913,91053,69921,342,-1e-05
872,32747,Stephen Lang,939,90907,70106,277,-3.1e-05
873,93210,Domhnall Gleeson,1200,90500,70126,403,3.7e-05
876,17288,Michael Fassbender,1185,90288,70485,271,1.5e-05
881,8293,Marion Cotillard,907,90759,70266,297,-1e-06
882,208519,Nick Kroll,964,90594,70406,265,1.6e-05
884,34847,Emma Roberts,931,90560,70499,239,-2.8e-05
885,32798,Elisabeth Moss,1043,90346,70577,263,-4.1e-05
890,783,Jonathan Banks,930,90413,70612,274,7e-06
892,6613,Minnie Driver,910,90405,70696,218,-4.3e-05
893,1739,James Keane,1056,90302,70404,467,2.7e-05
900,50217,Michael Kelly,888,90304,70674,363,4.5e-05
901,62861,Andy Samberg,1075,89879,70934,341,2.4e-05
904,738,Sean Connery,1173,89517,71241,298,-1.8e-05
905,4810,Rosie Perez,875,90171,70822,361,1.3e-05
908,41089,Martin Starr,910,89990,71005,324,-3.1e-05
912,56448,Jeff Chase,1008,89724,71185,312,2.6e-05
913,19655,James D'Arcy,770,90197,70914,348,-3.3e-05
914,21278,Alan Alda,921,89903,71045,360,-9e-06
919,1240487,Kate McKinnon,894,89794,71266,275,-2.8e-05
922,17647,Michelle Rodriguez,936,89742,71197,354,-3.8e-05
924,10691,April Grace,884,89568,71546,231,1.7e-05
925,83105,Debra Wilson,830,89715,71399,285,1e-05
926,83271,Glen Powell,884,89575,71525,245,-4e-05
927,18997,Bryce Dallas Howard,865,89626,71442,296,-5e-06
928,3492,Colin Hanks,733,89794,71484,218,6e-06
930,72129,Jennifer Lawrence,996,89252,71769,212,-3.3e-05
936,53807,Armie Hammer,859,89401,71718,251,-2.2e-05
938,239271,Jeremy Strong,921,89181,71931,196,3.1e-05
940,31007,John Capodice,1109,88840,72012,268,-4.1e-05
941,17402,Ron Livingston,840,89348,71763,278,6e-06
942,34490,Sarah Paulson,915,89184,71846,284,2.9e-05
944,102742,Patrick Sabongui,1047,88905,71983,294,-1.7e-05
946,4887,Joe Grifasi,1085,88882,71857,405,4e-05
950,12640,David Duchovny,807,89371,71670,381,6e-06
952,543261,Karen Gillan,841,89042,72090,256,4.4e-05
953,1190668,Timothée Chalamet,1247,88153,72639,190,1.2e-05
958,19976,Robert Joy,999,88745,72055,430,-1e-06
960,56446,John Cena,1181,88185,72620,243,-4.5e-05
963,98215,Matt Gerald,858,88924,72027,420,-2.7e-05
964,5376,Jean Smart,990,88740,71981,518,-1.6e-05
965,11665,Michael Angarano,755,88940,72273,261,-3.6e-05
969,7908,Frank Oz,1226,87886,72897,220,1e-06
978,448,Hilary Swank,757,88539,72698,235,-4.9e-05
983,52374,Bruce Davison,930,88072,73008,219,-2e-06
991,111683,Jason Mantzoukas,717,88477,72663,372,-3e-05
993,15556,Rebecca Hall,812,88109,73074,234,1.7e-05
998,190,Clint Eastwood,1194,87428,73219,388,-4.5e-05
1000,114019,Luke Evans,1244,87124,73587,274,9e-06
1005,21315,Eric Roberts,1011,87590,73217,411,-4.6e-05
1006,1904,Anthony Michael Hall,867,87676,73448,238,3.3e-05
1008,125025,Joey King,909,87605,73466,249,2e-05
1010,22131,J.T. Walsh,1011,87445,73444,329,4.2e-05
1013,1200864,LaKeith Stanfield,963,87545,73382,339,-2.1e-05
1016,51797,Nathan Fillion,856,87652,73458,263,-3e-05
1017,12041,Julia Stiles,886,87629,73393,321,-0.0
1027,17140,Abigail Breslin,820,87544,73612,253,1.8e-05
1029,25884,Mary Lynn Rajskub,986,87324,73513,406,-2.9e-05
1032,90633,Gal Gadot,986,87257,73622,364,2.5e-05
1038,122889,Dane DeHaan,901,87051,74066,211,-0.0
1042,17606,Imogen Poots,855,87082,74017,275,-3e-05
1047,9575,Jada Pinkett Smith,967,86875,74003,384,3.7e-05
1049,56358,Patricia Belcher,759,87474,73432,564,1.9e-05
1052,54691,Christopher Mintz-Plasse,846,86957,74157,269,1.5e-05
1053,62562,David Denman,805,87034,74133,257,-2.9e-05
1057,77795,Katherine Waterston,1098,86423,74453,255,1.3e-05
1058,17421,Wallace Langham,865,87008,73971,385,-1.9e-05
1061,52021,Frank Wood,923,86839,74113,354,1.7e-05
1067,25616,Edgar Ramírez,959,86713,74216,341,-3.1e-05
1068,65920,JB Smoove,919,86784,74178,348,-3.2e-05
1072,15762,Tara Strong,734,86984,74256,255,4.3e-05
1080,51990,T.J. Miller,1000,86330,74638,261,3.2e-05
1082,26457,Matthew Lillard,993,86388,74502,346,-1.6e-05
1086,27972,Josh Hutcherson,751,86636,74555,287,-2.5e-05
1088,2,Mark Hamill,913,86239,74828,249,-9e-06
1089,33235,Logan Lerman,819,86566,74438,406,2e-06
1093,62862,Danny McBride,790,86574,74429,436,-5e-06
1097,62561,Tessa Thompson,788,86306,74840,295,3e-06
1099,28846,Alexander Skarsgård,1019,85878,74975,357,-2.5e-05
1101,46814,Dale Dickey,761,86320,74840,308,2.9e-05
1104,91606,Tom Hiddleston,631,86685,74454,459,1.3e-05
1105,550843,Elizabeth Olsen,768,86289,74839,333,-1.2e-05
1110,8874,Ernie Hudson,909,85831,75266,223,-5e-06
1113,73968,Henry Cavill,857,85964,75163,245,-4.8e-05
1119,2394,Alan Ruck,800,86030,75029,370,1.8e-05
1128,27428,Aaron Taylor-Johnson,1051,85250,75681,247,-2.6e-05
1130,10981,Fiona Shaw,821,85664,75500,244,3.9e-05
1133,2478,Tommy Flanagan,661,85866,75516,186,9e-06
1141,3810,Javier Bardem,1006,85193,75638,392,-2.6e-05
1143,6368,Embeth Davidtz,832,85348,75829,220,3e-06
1146,11184,Warwick Davis,1079,84967,75807,376,-3.2e-05
1148,1620,Michelle Yeoh,1254,84439,76285,251,-5e-06
1157,170820,Ben Falcone,857,85093,76053,226,4e-06
1166,41686,Neil Patrick Harris,919,84945,75966,399,1.8e-05
1167,1039,Peter Boyle,1110,84419,76426,274,3.5e-05
1170,25540,Sandra Oh,810,85206,75726,487,-4e-06
1171,54738,Jack Huston,846,84835,76346,202,-1.8e-05
1177,1237,Flea,799,84893,76248,289,4e-05
1179,20387,Clea DuVall,814,84954,76065,396,3.9e-05
1192,12073,Mike Myers,793,84709,76410,317,2.1e-05
1193,35705,Regina Hall,1151,84172,76399,507,-1.1e-05
1194,58873,Dan Fogler,673,84950,76268,338,4.4e-05
1196,6677,Kyle MacLachlan,815,84575,76497,342,3e-05
1204,8167,Paul Walker,814,84440,76697,278,-2e-05
1206,222121,Ben Schwartz,847,84578,76324,480,-3.3e-05
1210,20580,Joe Manganiello,816,84474,76563,376,4.9e-05
1216,106791,Aida Turturro,714,84476,76684,355,-3.5e-05
1222,467645,Boyd Holbrook,764,84162,76988,315,3.8e-05
1223,221581,Rebel Wilson,940,83719,77316,254,2.3e-05
1224,11318,Holland Taylor,792,84138,76904,395,3.4e-05
1227,1472,Ray McKinnon,794,84131,76839,465,-1.6e-05
1229,10360,Robert Prosky,885,83976,76843,525,-1.3e-05
1231,9274,James Brolin,806,83961,77090,372,1e-05
1232,22125,Jimmi Simpson,760,84097,76946,426,-2.8e-05
1237,9015,Kelly Macdonald,976,83489,77351,413,-2.3e-05
1246,130640,Hailee Steinfeld,791,83482,77673,283,-1e-06
1250,1625558,Awkwafina,959,83149,77804,317,-1e-05
1251,17628,Mary Elizabeth Winstead,705,83674,77501,349,-1.7e-05
1255,1136406,Tom Holland,799,83365,77730,335,4.2e-05
1258,1067,Marc McClure,890,83061,78004,274,1.8e-05
1259,4513,Elizabeth McGovern,660,83641,77541,387,-2.5e-05
1263,65829,Wood Harris,882,83099,77912,336,-3.5e-05
1267,14592,BD Wong,790,83176,77934,329,-1.9e-05
1272,11826,Selma Blair,769,83185,77919,356,-4.9e-05
1273,17244,Hayden Christensen,656,83473,77639,461,1.6e-05
1278,77948,Selena Gomez,641,83284,77967,337,2e-06
1280,129101,Lance Reddick,746,83064,78062,357,-1.3e-05
1283,213001,Jenny Slate,870,82919,77951,489,-3.4e-05
1285,39459,Hayley Atwell,843,82774,78261,351,4.2e-05
1286,52442,Olivia Thirlby,723,82909,78357,240,5e-06
1287,111678,Thomas Middleditch,758,83025,77999,447,3.4e-05
1295,3899,Ken Watanabe,772,82715,78350,392,3.3e-05
1297,93620,Welker White,1041,82188,78608,392,-3.5e-05
1311,2974,Roger Yuan,724,82461,78738,306,-3.9e-05
1314,9195,Hiroyuki Sanada,706,82526,78618,379,3.2e-05
1315,21041,Shohreh Aghdashloo,688,82461,78782,298,-4.5e-05
1321,51663,Sean Gunn,657,82462,78826,284,4.5e-05
1325,31649,Brooke Smith,631,82579,78642,377,1.7e-05
1328,59175,Blake Lively,687,82424,78765,353,3.5e-05
1334,39189,Stephen Merchant,781,82124,79031,293,-4.5e-05
1345,139820,Pom Klementieff,772,81901,79273,283,-2.1e-05
1347,543505,Jake Johnson,887,81859,79015,468,-4e-05
1349,59860,Alice Eve,673,82053,79224,279,3.8e-05
1352,7060,Martin Freeman,1030,81365,79398,436,4.5e-05
1362,17181,Ty Simpkins,673,81718,79536,302,4.5e-05
1368,2482,David O'Hara,684,81729,79385,431,3.6e-05
1369,36592,Saoirse Ronan,1255,80507,80124,343,-1.3e-05
1372,126713,Elizabeth Marvel,787,81364,79778,300,9e-06
1375,2561,Victor Argo,853,81442,79379,555,-1.4e-05
1381,172069,Chadwick Boseman,766,81259,79901,303,3.4e-05
1382,62105,Kerry Condon,800,81283,79717,429,4.3e-05
1383,221018,Dan Stevens,861,81027,80054,287,-6e-06
1385,25703,Lake Bell,753,81233,79901,342,-5e-06
1393,1080265,Michael Ensign,858,81045,79800,526,-7e-06
1395,54697,Dave Franco,723,81046,80184,276,1e-05
1396,37625,Andrew Garfield,903,80706,80317,303,-4.7e-05
1405,108916,Rooney Mara,857,80645,80448,279,4.9e-05
1411,80602,Tyler Perry,866,80679,80295,389,6e-06
1415,9452,Daniel Bernhardt,679,80838,80438,274,2.2e-05
1420,11288,Robert Pattinson,948,80188,80849,244,2.8e-05
1422,4992,Lombardo Boyar,774,80579,80563,313,-1.2e-05
1423,18307,Daniel Dae Kim,727,80674,80498,330,-1.3e-05
1425,36662,Carey Mulligan,762,80462,80766,239,1e-06
1427,928572,Scott Eastwood,873,80360,80644,352,-4.2e-05
1429,58754,Haley Bennett,858,80418,80542,411,4.9e-05
1432,117642,Jason Momoa,748,80477,80737,267,-4.6e-05
1441,1834,Shirley Henderson,1262,79365,81291,311,4.3e-05
1449,44079,Charlotte Rampling,953,79861,81052,363,1.5e-05
1451,80591,Rashida Jones,813,80113,80931,372,4.4e-05
1455,1372,Karl Urban,693,80121,81149,266,2e-05
1465,84497,Aaron Paul,622,80129,81156,322,-9e-06
1468,141034,Billy Magnussen,788,79865,81155,421,-1.7e-05
1474,56323,Tina Fey,839,79635,81378,377,0.0
1484,83860,Aldis Hodge,764,79652,81484,329,2.4e-05
1488,1670,Daniel Mays,908,79185,81900,236,-4.6e-05
1492,52762,Pasha D. Lychnikoff,616,79797,81473,343,4.1e-05
1497,466505,Kumail Nanjiani,743,79447,81698,341,2.1e-05
1499,2038,Naomie Harris,812,79305,81718,394,-2.8e-05
1503,52886,Jeffrey Donovan,712,79562,81476,479,4.5e-05
1505,78029,Martin Lawrence,831,79473,81286,639,1.3e-05
1507,30485,CCH Pounder,720,79301,81939,269,-4e-05
1508,39658,Sally Hawkins,978,78765,82229,257,1e-05
1510,6352,Jane Fonda,724,79373,81754,378,3.9e-05
1518,72855,Felicity Jones,770,79126,82057,276,-3.4e-05
1526,10980,Daniel Radcliffe,841,79055,81825,508,-4.2e-05
1532,1202534,Sadie Sandler,1072,78302,82505,350,-2.2e-05
1533,15111,Jean-Claude Van Damme,1122,78246,82441,420,3.8e-05
1544,91494,Enzo Cilenti,868,78534,82505,322,-1e-05
1545,62863,Jorma Taccone,763,78796,82286,384,-4.8e-05
1551,40039,Josh Stewart,483,79151,82300,295,-3.3e-05
1552,41292,Keri Russell,611,79086,82033,499,4.7e-05
1562,155,Lucas Black,602,78854,82368,405,9e-06
1568,119592,Aubrey Plaza,791,78460,82553,425,3.1e-05
1570,21629,Tzi Ma,751,78565,82452,461,-1e-06
1572,78110,Scott Adkins,915,78100,82818,396,4.2e-05
1574,2206,Samantha Morton,721,78398,82780,330,-1e-05
1578,14415,Julie Hagerty,782,78340,82670,437,-4.5e-05
1580,34200,Sakina Jaffrey,640,78559,82646,384,2.9e-05
1581,21757,J.C. Quinn,622,78672,82442,493,2.7e-05
1583,14852,James Karen,1105,77748,82800,576,-2.1e-05
1584,88029,Alison Brie,674,78433,82723,399,-2.1e-05
1590,47296,Jeffrey Dean Morgan,744,78103,83120,262,6e-06
1592,8213,Sam Robards,684,78314,82855,376,4.8e-05
1599,20,Elizabeth Perkins,641,78324,82849,415,-4.3e-05
1605,8169,Tyrese Gibson,741,77896,83333,259,1e-06
1614,1109702,Karan Soni,751,77904,83131,443,-3.8e-05
1616,56365,Charlie Hunnam,806,77582,83550,291,3.2e-05
1617,5251,Jack Warden,1001,77337,83446,445,-1.3e-05
1623,572541,Caleb Landry Jones,708,77639,83637,245,5e-06
1648,8171,Ludacris,690,77449,83700,390,-8e-06
1649,1429453,Sam Richardson,751,77268,83870,340,4.8e-05
1650,1213573,Taran Killam,716,77405,83695,413,-1.5e-05
1651,1294982,Paul Walter Hauser,766,77339,83679,445,-2.8e-05
1652,4812,Isaach de Bankolé,671,77438,83722,398,4.3e-05
1656,10990,Emma Watson,767,77145,84016,301,-3.2e-05
1666,95101,Charlie Day,588,77497,83694,450,2.4e-05
1667,1225953,Sterling K. Brown,621,77379,83793,436,-4.2e-05
1674,14698,Penelope Ann Miller,863,76934,83855,577,-1.3e-05
1682,11115,Peter Serafinowicz,652,77086,84056,435,-2.4e-05
1685,1271681,Sunny Sandler,1225,75907,84649,448,-4.1e-05
1691,226366,Brian Tyree Henry,657,76975,84132,465,-1.7e-05
1695,61697,Sung Kang,713,76670,84497,349,-4.2e-05
1696,78018,Allan Corduner,1131,75982,84607,509,3.2e-05
1700,15886,Julia Louis-Dreyfus,640,76836,84337,416,4.7e-05
1711,4521,Burt Young,897,76085,84913,334,3e-06
1723,937,Derek Jacobi,882,76106,84705,536,3e-06
1728,51389,Joe Cobden,876,75898,85062,393,-2.2e-05
1732,37632,Eddie Redmayne,896,75639,85444,250,4.7e-05
1738,36190,Edie Falco,598,76343,84872,416,4e-06
1741,650,Karen Allen,879,75786,85071,493,4.8e-05
1747,55936,Jemaine Clement,799,75692,85463,275,-3e-05
1748,1172108,Mckenna Grace,602,76136,85162,329,-6e-06
1755,11086,Michael Ironside,772,75779,85223,455,-2.4e-05
1762,16644,Dolph Lundgren,728,75680,85455,366,-2e-05
1766,25129,Don Johnson,603,75946,85254,426,-4.9e-05
1778,1247,Matthew Goode,865,75250,85666,448,4.7e-05
1788,62752,Damon Herriman,911,75013,85889,416,4.4e-05
1789,932967,Mahershala Ali,601,75545,85758,325,2.5e-05
1804,1091324,Rob Delaney,667,75368,85768,426,2.5e-05
1825,31903,Henry Winkler,938,74717,86023,551,-3.2e-05
1828,65760,Marin Hinkle,456,75503,85859,411,2e-06
1829,933640,Angus Wright,861,74777,86085,506,-3e-05
1853,974,Dexter Fletcher,734,74646,86444,405,2e-05
1854,6864,Kirk B.R. Woller,604,74939,86219,467,-1e-06
1861,15760,Josh Peck,613,74853,86322,441,-4.2e-05
1870,8602,Alice Braga,552,74854,86397,426,1.1e-05
1881,12080,Conrad Vernon,391,75034,86412,392,-2.3e-05
1883,88702,J.P. Manoux,631,74602,86555,441,-1.7e-05
1884,16935,Geena Davis,586,74851,86171,621,1.3e-05
1885,61263,Skyler Gisondo,675,74565,86485,504,-4.3e-05
1887,15761,Grey DeLisle,579,74626,86612,412,-3e-06
1893,9781,Nia Long,618,74606,86497,508,3.2e-05
1906,22122,Meagan Good,728,74127,86979,395,3.2e-05
1912,116315,Kari Wahlgren,547,74397,86957,328,-1.4e-05
1917,500427,Hannibal Buress,550,74454,86745,480,3.4e-05
1920,175829,Brian d'Arcy James,845,73940,86882,562,-2.9e-05
1929,71375,Alden Ehrenreich,465,74404,87012,348,-2.3e-05
1934,4765,Jason Robards,683,74217,86673,656,4.1e-05
1951,502,Miranda Otto,592,73917,87342,378,-2e-06
1952,6,Anthony Daniels,654,73987,87001,587,-1e-05
1953,69899,Zachary Levi,665,73834,87276,454,-2.2e-05
1964,78080,Krysten Ritter,683,73832,87113,601,-2.5e-05
1965,1925,Vincent Cassel,600,73887,87234,508,-1.4e-05
1969,18182,Olga Kurylenko,794,73340,87724,371,2.1e-05
1972,11856,Daniel Day-Lewis,977,72986,87840,426,-1.4e-05
1977,5296,James Ransone,871,73053,87952,353,3e-05
1980,28782,Monica Bellucci,689,73404,87732,404,2.5e-05
1982,1340664,Ava Acres,583,73634,87594,418,-0.0
1985,453,Riki Lindhome,594,73578,87616,441,-4.9e-05
1989,7242,Temuera Morrison,684,73371,87732,442,2.4e-05
1990,11356,Imelda Staunton,899,73013,87800,517,4.2e-05
2000,1030513,Jack Quaid,610,73361,87864,394,2e-06
2003,164094,Marin Ireland,767,73088,87912,462,-3.2e-05
2004,10964,Laz Alonso,686,73264,87787,492,-3.3e-05
2011,1427948,Pete Davidson,765,72970,88017,477,1.3e-05
2012,20374,Teresa Palmer,697,73169,87802,561,4.2e-05
2014,72638,Tracy Letts,871,72674,88255,429,3.5e-05
2024,11180,David Bradley,896,72478,88442,413,3.6e-05
2033,31713,Brían F. O'Byrne,480,73299,88016,434,3.3e-05
2034,56675,Anson Mount,485,73225,88152,367,1.5e-05
2036,3636,Paul Newman,656,73044,87978,551,-4.3e-05
2046,39520,Garret Dillahunt,610,72703,88649,267,-2.5e-05
2048,996701,Miles Teller,808,72505,88430,486,5e-06
2061,1291350,Tony Revolori,854,72138,88895,342,1.2e-05
2078,1377670,Glenn Fleshler,623,72603,88497,506,5e-06
2081,92404,Joel Kinnaman,545,72752,88422,510,-2.8e-05
2082,1371,David Wenham,805,72101,88892,431,-7e-06
2089,1253360,Pedro Pascal,824,71971,88997,437,-3e-06
2094,15757,Ray Romano,673,72286,88700,570,3.7e-05
2102,132157,Ezra Miller,682,71975,89232,340,2.5e-05
2103,59219,Kyle Gallner,666,72008,89205,350,-2e-05
2105,1431398,Vince Pisani,687,72094,88951,497,-2e-06
2109,1392137,Margaret Qualley,793,71714,89374,348,1.5e-05
2124,53240,Riz Ahmed,647,71767,89545,270,7e-06
2129,97576,Gemma Chan,654,71699,89593,283,2e-05
2130,1260481,Greta Lee,685,71821,89242,481,6e-06
2133,1475960,Scott Shepherd,678,71736,89399,416,1.6e-05
2144,481337,Kaitlyn Dever,661,71711,89409,448,-2.3e-05
2146,224513,Ana de Armas,589,71772,89489,379,-3.7e-05
2147,26089,Garry Chalk,840,71303,89656,430,-2.6e-05
2148,27578,Elliot Page,577,71751,89548,353,-2e-05
2161,17064,Ben Whishaw,809,71441,89334,645,3.1e-05
2167,17328,Rufus Sewell,675,71396,89799,359,-3e-06
2168,22462,Joaquim de Almeida,650,71696,89268,615,3.4e-05
2186,2518,Gregg Henry,649,71218,89979,383,-3.7e-05
2192,1219029,Paul F. Tompkins,461,71723,89534,511,-4.3e-05
2196,1133349,Elizabeth Debicki,636,71102,90184,307,-3e-05
2204,933238,Rebecca Ferguson,825,70857,90053,494,3e-06
2208,16555,Bill McKinney,751,71043,89869,566,1.2e-05
2213,59231,Joel David Moore,615,71148,90053,413,-1e-06
2230,19034,Evangeline Lilly,516,71290,89886,537,8e-06
2237,9279,Nancy Lenehan,499,71295,89845,590,1.4e-05
2246,137905,Bill Skarsgård,762,70540,90474,453,-1.9e-05
2251,8399,Christopher Fairbank,715,70520,90601,393,1.4e-05
2267,55152,Campbell Scott,528,70797,90519,385,-3.8e-05
2275,19975,Michael Rosenbaum,471,70933,90322,503,-4.6e-05
2280,86310,Connie Britton,623,70356,90950,300,-1.5e-05
2284,130253,Logan Marshall-Green,519,70675,90588,447,7e-06
2285,89141,Jerry Hardin,629,70667,90253,680,3.7e-05
2309,1308445,Carrie Coon,474,70504,90855,396,2e-06
2313,655,John Rhys-Davies,749,69985,91023,472,-2.1e-05
2316,3872,Daniel Brühl,732,70028,90938,531,-1.3e-05
2318,15029,Enrico Colantoni,450,70548,90735,496,4.3e-05
2324,80149,Douglas Hodge,675,70136,90820,598,3.7e-05
2336,8658,Ed O'Ross,692,70083,90753,701,-1.1e-05
2348,14405,Courteney Cox,552,70252,90716,709,2.3e-05
2362,76070,Mia Wasikowska,634,69855,91171,569,-4e-06
2364,1267329,Lupita Nyong'o,636,69851,91164,578,-4.8e-05
2371,1767250,Ariana Greenblatt,523,69986,91191,529,1.1e-05
2385,67206,Andrew Howard,535,69662,91688,344,1.9e-05
2398,424,Dallas Roberts,398,69793,91615,423,-1.2e-05
2401,76526,David Thornton,526,69598,91608,497,-3.2e-05
2408,119589,Donald Glover,581,69437,91732,479,-2.9e-05
2414,73381,Matthias Schoenaerts,551,69512,91617,549,1.1e-05
2422,30613,Keith Carradine,616,69348,91674,591,-2.1e-05
2427,23958,Jeremy Sisto,481,69528,91652,568,-8e-06
2444,934281,Alex Wolff,493,69344,91823,569,-1.6e-05
2452,33527,Adam Beach,480,69216,92039,494,-2.9e-05
2461,224181,Jai Courtney,566,68974,92221,468,4.3e-05
2467,1277188,Jacob Tremblay,640,68727,92428,434,4.3e-05
2494,21042,Ebon Moss-Bachrach,600,68666,92399,564,1.4e-05
2507,530,Carrie-Anne Moss,455,68768,92492,514,-3.6e-05
2509,59620,Gemma Arterton,704,68214,92842,469,3.2e-05
2531,10730,Rowan Atkinson,702,68167,92748,612,2.8e-05
2534,9976,Henry Thomas,523,68263,93042,401,4.2e-05
2537,1074187,Danny Vinson,566,68201,93048,414,-2.5e-05
2550,135651,Michael B. Jordan,784,67582,93501,362,-1.8e-05
2555,3799,Billy Dee Williams,484,68343,92824,578,2.1e-05
2558,76961,Demián Bichir,575,68086,93053,515,-5e-06
2570,12795,Nikolaj Coster-Waldau,550,68033,93113,533,4.1e-05
2578,33260,Freddie Prinze Jr.,630,67773,93322,504,-2.1e-05
2582,28044,Merritt Wever,508,68066,93046,609,2.4e-05
